X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,Y
11.92,0.169878049,1.264634146,B,27,69,0,-1.435853659,-0.100243902,-4.038658537,-3.039512195,0.01902439,0.1975166,-0.008922521,1.492558659
11.9,0.179878049,1.244634146,B,27,70,0,-1.475853659,0.029756098,-6.398658537,-7.179512195,0.01902439,0.1973046,-0.009134521,3.898268659
11.83,0.179878049,1.174634146,B,27,71,0,-1.485853659,0.099756098,-6.888658537,-10.4395122,0.01902439,0.1973666,-0.009072521,2.495748659
11.67,0.209878049,1.014634146,B,27,72,0,-1.495853659,0.229756098,-7.658658537,-9.589512195,0.01902439,0.1977366,-0.008702521,2.927838659
11.61,0.209878049,0.954634146,B,27,73,0,-1.485853659,0.219756098,-4.358658537,-6.739512195,0.01902439,0.1984618,-0.007977321,7.019188659
11.53,0.209878049,0.874634146,B,27,74,0,-1.465853659,0.289756098,-0.408658537,2.680487805,0.01902439,0.1995266,-0.006912521,4.844938659
11.47,0.239878049,0.814634146,B,27,75,0,-1.385853659,0.339756098,0.031341463,3.410487805,0.01902439,0.2005464,-0.005892721,2.910968659
11.46,0.269878049,0.804634146,B,27,76,0,-1.335853659,0.489756098,-2.598658537,5.470487805,0.01902439,0.2014999,-0.004939221,4.502568659
11.42,0.249878049,0.764634146,B,27,77,0,-1.325853659,0.609756098,-1.498658537,1.230487805,0.01902439,0.2024499,-0.003989221,-3.016591341
11.28,0.219878049,0.624634146,B,27,78,0,-1.295853659,0.659756098,-0.718658537,0.690487805,0.01902439,0.2033705,-0.003068621,-5.876671341
11.04,0.169878049,0.384634146,B,27,79,0,-1.275853659,0.709756098,0.991341463,-1.309512195,0.01902439,0.2040865,-0.002352621,-3.858711341
10.92,0.159878049,0.264634146,B,27,80,0,-1.225853659,0.769756098,-1.918658537,3.660487805,0.01902439,0.2043671,-0.002072021,-3.896971341
10.96,0.149878049,0.304634146,B,27,81,0,-1.195853659,0.829756098,-1.268658537,5.600487805,0.01902439,0.2044675,-0.001971621,-4.108351341
10.97,0.119878049,0.314634146,B,27,82,0,-1.115853659,0.829756098,-1.538658537,6.090487805,0.01902439,0.2043906,-0.002048521,-6.327461341
10.99,0.159878049,0.334634146,B,27,83,0,-1.015853659,0.849756098,-0.738658537,2.690487805,0.01902439,0.2042206,-0.002218521,-4.672441341
10.95,0.179878049,0.294634146,B,27,84,0,-0.915853659,0.869756098,0.871341463,6.850487805,0.01902439,0.203962,-0.002477121,0.928488659
10.9,0.209878049,0.244634146,B,27,85,0,-0.855853659,0.829756098,1.451341463,8.160487805,0.01902439,0.2035878,-0.002851321,-4.709791341
10.84,0.229878049,0.184634146,B,27,86,0,-0.795853659,0.789756098,-2.088658537,8.810487805,0.01902439,0.2032441,-0.003195021,2.537918659
10.86,0.219878049,0.204634146,B,27,87,0,-0.765853659,0.799756098,-1.278658537,6.930487805,0.01902439,0.2030298,-0.003409321,-8.500271341
10.84,0.269878049,0.184634146,B,27,88,0,-0.725853659,0.869756098,-2.218658537,9.830487805,0.01902439,0.2030298,-0.003409321,1.702688659
10.95,0.249878049,0.294634146,B,27,89,0,-0.675853659,0.849756098,3.121341463,11.6404878,0.01902439,0.2030298,-0.003409321,-7.784431341
10.96,0.269878049,0.304634146,B,27,90,0,-0.655853659,0.809756098,1.911341463,14.1404878,0.01902439,0.2030298,-0.003409321,-3.770291341
9,-0.093030303,-0.486818182,E,28,4,0,-1.04969697,-1.743030303,-12.57212121,-8.860757576,0.004393939,0.2328863,0.008869039,7.938912576
9.24,-0.093030303,-0.246818182,E,28,5,0,-0.89969697,-1.413030303,-0.792121212,-7.530757576,0.004393939,0.2327439,0.008726639,-5.889247424
9.04,-0.173030303,-0.446818182,E,28,6,0,-0.73969697,-1.373030303,-3.732121212,-3.740757576,-0.005606061,0.2324965,0.008479239,3.706842576
9.27,0.156969697,-0.216818182,E,28,7,0,-0.89969697,-0.913030303,-5.672121212,-11.84075758,-0.005606061,0.2317881,0.007770839,2.722592576
9.49,-0.183030303,0.003181818,E,28,8,0,-0.69969697,-0.693030303,-13.13212121,-6.920757576,-0.005606061,0.2307755,0.006758239,2.589102576
9.16,0.006969697,-0.326818182,E,28,9,0,-0.53969697,-0.353030303,-2.502121212,0.249242424,-0.015606061,0.229872,0.005854739,7.801082576
9.22,-0.103030303,-0.266818182,E,28,11,0,-0.30969697,-0.073030303,-7.342121212,2.919242424,-0.015606061,0.2283849,0.004367639,3.362262576
9.5,-0.133030303,0.013181818,E,28,12,0,-0.10969697,-0.073030303,-14.91212121,-10.81075758,-0.005606061,0.2280622,0.004044939,1.103302576
9.59,-0.143030303,0.103181818,E,28,13,0,0.01030303,0.216969697,3.317878788,2.989242424,-0.015606061,0.2278404,0.003823139,-1.504817424
9.41,0.006969697,-0.076818182,E,28,14,0,0.14030303,0.286969697,-7.632121212,-3.680757576,-0.005606061,0.2276116,0.003594339,-8.631707424
9.43,0.066969697,-0.056818182,E,28,16,0,0.27030303,0.366969697,2.397878788,-6.110757576,-0.015606061,0.2270872,0.003069939,2.918592576
9.38,-0.213030303,-0.106818182,E,28,17,0,0.49030303,0.296969697,-11.33212121,7.499242424,-0.005606061,0.2268718,0.002854539,4.687442576
9.42,-0.213030303,-0.066818182,E,28,18,0,0.54030303,0.466969697,-1.512121212,7.929242424,-0.015606061,0.2265211,0.002503839,4.987062576
9.65,-0.193030303,0.163181818,E,28,19,0,0.52030303,0.506969697,11.91787879,3.789242424,-0.015606061,0.225941,0.001923739,-2.706927424
9.38,-0.033030303,-0.106818182,E,28,20,0,0.66030303,0.296969697,-5.252121212,-6.890757576,-0.005606061,0.2254607,0.001443439,6.289652576
9.64,-0.023030303,0.153181818,E,28,21,0,0.64030303,0.486969697,-7.422121212,-0.230757576,-0.005606061,0.2250885,0.001071239,-4.948667424
9.66,-0.063030303,0.173181818,E,28,22,0,0.72030303,0.466969697,14.04787879,-2.680757576,-0.005606061,0.2247596,0.000742339,-3.225157424
9.72,-0.053030303,0.233181818,E,28,23,0,0.76030303,0.296969697,-16.37212121,-3.220757576,-0.005606061,0.2243062,0.000288939,2.905972576
9.71,-0.363030303,0.223181818,E,28,24,0,0.77030303,0.396969697,6.337878788,-13.70075758,-0.005606061,0.2238009,-0.000216361,-1.477237424
9.73,-0.263030303,0.243181818,E,28,26,0,1.06030303,0.496969697,-0.752121212,-6.850757576,0.004393939,0.2233008,-0.000716461,2.937622576
9.69,-0.243030303,0.203181818,E,28,27,0,1.12030303,0.226969697,-0.642121212,-4.320757576,0.004393939,0.2231397,-0.000877561,-2.406527424
9.86,-0.063030303,0.373181818,E,28,28,0,0.43030303,-0.053030303,-4.122121212,-11.88075758,-0.005606061,0.2229406,-0.001076661,-7.126357424
9.83,-0.003030303,0.343181818,E,28,29,0,0.52030303,-0.073030303,-10.98212121,-11.05075758,-0.005606061,0.2229091,-0.001108161,-2.123507424
9.69,0.116969697,0.203181818,E,28,30,0,0.45030303,0.136969697,9.677878788,0.389242424,-0.005606061,0.2230402,-0.000977061,-5.156887424
9.91,0.036969697,0.423181818,E,28,31,0,0.41030303,0.216969697,-9.442121212,-6.470757576,-0.005606061,0.2231913,-0.000825961,-6.930687424
9.54,0.146969697,0.053181818,E,28,32,0,0.52030303,0.076969697,-9.912121212,4.169242424,-0.005606061,0.2231221,-0.000895161,-3.825947424
9.89,0.226969697,0.403181818,E,28,33,0,0.49030303,0.216969697,-2.622121212,-5.220757576,-0.005606061,0.222891,-0.001126261,1.771092576
9.51,0.166969697,0.023181818,E,28,34,0,0.65030303,0.376969697,-0.812121212,-13.06075758,-0.005606061,0.2227207,-0.001296561,1.957782576
9.57,-0.063030303,0.083181818,E,28,35,0,0.53030303,0.396969697,3.777878788,5.729242424,-0.005606061,0.2227075,-0.001309761,-3.701117424
9.81,0.216969697,0.323181818,E,28,36,0,0.48030303,0.426969697,-4.002121212,-3.760757576,-0.005606061,0.2226034,-0.001413861,-3.626407424
9.66,-0.123030303,0.173181818,E,28,37,0,0.33030303,0.416969697,-0.492121212,0.139242424,-0.005606061,0.2224383,-0.001578961,1.331742576
9.63,0.136969697,0.143181818,E,28,38,0,0.45030303,0.366969697,22.03787879,-8.420757576,-0.005606061,0.2222813,-0.001735961,-14.30790742
9.48,-0.093030303,-0.006818182,E,28,40,0,0.46030303,0.206969697,-12.16212121,-4.730757576,0.004393939,0.2224271,-0.001590161,4.533192576
9.25,-0.003030303,-0.236818182,E,28,41,0,0.42030303,0.256969697,8.637878788,25.95924242,0.004393939,0.2223978,-0.001619461,5.519932576
9.34,-0.053030303,-0.146818182,E,28,42,0,0.39030303,0.166969697,2.427878788,0.639242424,-0.005606061,0.2222438,-0.001773461,1.142892576
9.4,0.076969697,-0.086818182,E,28,43,0,0.32030303,0.126969697,4.727878788,3.239242424,-0.005606061,0.2221092,-0.001908061,1.400042576
9.4,-0.073030303,-0.086818182,E,28,44,0,0.28030303,0.146969697,-3.552121212,7.129242424,-0.005606061,0.2221048,-0.001912461,3.770982576
9.61,-0.063030303,0.123181818,E,28,45,0,0.10030303,0.136969697,4.457878788,-8.150757576,0.004393939,0.2221584,-0.001858861,-1.157177424
9.24,0.026969697,-0.246818182,E,28,46,0,0.24030303,0.046969697,-2.052121212,-4.680757576,0.004393939,0.222107,-0.001910261,6.693912576
9.31,0.076969697,-0.176818182,E,28,47,0,0.18030303,0.106969697,-10.30212121,-6.640757576,0.004393939,0.2221237,-0.001893561,0.902852576
9.28,0.116969697,-0.206818182,E,28,48,0,0.23030303,0.056969697,-6.672121212,-5.180757576,0.014393939,0.2221641,-0.001853161,6.803132576
9.38,-0.083030303,-0.106818182,E,28,49,0,0.38030303,0.056969697,-2.932121212,-2.030757576,0.014393939,0.2221429,-0.001874361,2.866382576
9.36,-0.133030303,-0.126818182,E,28,50,0,0.32030303,-0.053030303,3.257878788,-6.820757576,0.014393939,0.2220744,-0.001942861,5.300342576
9.19,-0.093030303,-0.296818182,E,28,51,0,0.31030303,0.106969697,-9.712121212,-9.000757576,0.004393939,0.2218428,-0.002174461,7.361722576
9.3,0.166969697,-0.186818182,E,28,52,0,-0.06969697,0.376969697,-5.372121212,10.17924242,0.004393939,0.2216195,-0.002397761,-6.159497424
9.67,0.276969697,0.183181818,E,28,53,0,-0.19969697,0.076969697,-3.762121212,-3.420757576,0.004393939,0.2214183,-0.002598961,-3.638677424
9.57,0.146969697,0.083181818,E,28,54,0,-0.21969697,0.266969697,20.61787879,2.189242424,0.004393939,0.2212314,-0.002785861,0.340222576
9.63,0.286969697,0.143181818,E,28,55,0,-0.30969697,0.096969697,10.64787879,-8.850757576,0.004393939,0.2211469,-0.002870361,-2.270527424
9.49,0.296969697,0.003181818,E,28,56,0,-0.31969697,0.066969697,13.01787879,14.76924242,0.004393939,0.2212161,-0.002801161,1.328922576
9.61,0.296969697,0.123181818,E,28,57,0,-0.35969697,0.256969697,-7.462121212,-3.870757576,0.004393939,0.2213556,-0.002661661,0.801022576
9.59,0.126969697,0.103181818,E,28,58,0,-0.39969697,0.246969697,-1.742121212,13.92924242,0.004393939,0.2216771,-0.002340161,-0.692607424
9.6,0.136969697,0.113181818,E,28,59,0,-0.50969697,0.126969697,-1.152121212,10.24924242,0.004393939,0.2219647,-0.002052561,-0.772317424
9.51,0.416969697,0.023181818,E,28,60,0,-0.52969697,0.006969697,5.967878788,-12.46075758,0.004393939,0.2223829,-0.001634361,4.110252576
9.26,0.006969697,-0.226818182,E,28,61,0,-0.65969697,-0.053030303,0.297878788,-7.450757576,0.004393939,0.222881,-0.001136261,-3.311717424
9.1,-0.043030303,-0.386818182,E,28,63,0,-0.69969697,0.036969697,2.107878788,18.40924242,0.004393939,0.2237017,-0.000315561,0.849672576
9.28,0.106969697,-0.206818182,E,28,65,0,-0.62969697,-0.163030303,-3.482121212,0.639242424,0.004393939,0.2239896,-2.77E-05,0.220012576
9.49,0.076969697,0.003181818,E,28,66,0,-0.69969697,-0.113030303,6.617878788,-1.160757576,0.004393939,0.2239753,-4.20E-05,-0.737047424
9.41,0.066969697,-0.076818182,E,28,67,0,-0.74969697,-0.193030303,-6.182121212,31.46924242,0.004393939,0.223781,-0.000236261,-5.345647424
9.4,-0.063030303,-0.086818182,E,28,68,0,-0.67969697,-0.493030303,6.267878788,3.279242424,0.014393939,0.2233778,-0.000639461,0.195672576
9.52,0.116969697,0.033181818,E,28,69,0,-0.72969697,-0.283030303,0.897878788,-5.300757576,0.014393939,0.2229216,-0.001095661,-2.158527424
9.4,0.146969697,-0.086818182,E,28,70,0,-0.79969697,-0.373030303,13.75787879,8.359242424,0.004393939,0.2223963,-0.001620961,-1.669757424
9.49,-0.103030303,0.003181818,E,28,71,0,-0.77969697,-0.383030303,6.347878788,-8.390757576,0.014393939,0.2219512,-0.002066061,0.698562576
9.59,-0.043030303,0.103181818,E,28,72,0,-0.63969697,-0.203030303,6.127878788,7.239242424,0.004393939,0.2216677,-0.002349561,0.411382576
9.68,-0.003030303,0.193181818,E,28,73,0,-0.55969697,-0.313030303,10.39787879,16.78924242,0.014393939,0.2216677,-0.002349561,-1.864157424
9.58,-0.203030303,0.093181818,E,28,74,0,-0.40969697,-0.513030303,10.64787879,27.05924242,0.014393939,0.2216677,-0.002349561,-9.867997424
9.49,-0.373030303,0.003181818,E,28,75,0,-0.39969697,-0.523030303,19.75787879,18.06924242,0.004393939,0.2216677,-0.002349561,2.972592576
15.27,-0.070925926,1.778888889,P,38,2,0,-1.934259259,-0.099074074,-15.40777778,-9.836851852,-0.026851852,0.2125999,0.011318161,2.208702037
12.28,-0.190925926,-1.211111111,P,38,4,0,-1.624259259,-0.239074074,-7.557777778,7.763148148,-0.046851852,0.2122033,0.010921561,3.488442037
12.79,-0.320925926,-0.701111111,P,38,5,0,-1.514259259,-0.299074074,-16.62777778,-3.876851852,-0.046851852,0.2115379,0.010256161,0.361012037
12.28,-0.150925926,-1.211111111,P,38,6,0,-1.584259259,-0.089074074,-12.23777778,1.913148148,-0.066851852,0.2107261,0.009444361,0.114082037
12.59,-0.110925926,-0.901111111,P,38,7,0,-1.404259259,-0.129074074,-11.05777778,13.73314815,-0.046851852,0.2096027,0.008320961,3.415852037
12.87,-0.360925926,-0.621111111,P,38,8,0,-1.234259259,0.120925926,29.25222222,-5.996851852,-0.046851852,0.208498,0.007216261,4.660032037
13.01,-0.110925926,-0.481111111,P,38,9,0,-1.084259259,0.200925926,-7.607777778,-3.686851852,-0.036851852,0.2073535,0.006071761,-4.213447963
12.45,0.029074074,-1.041111111,P,38,10,0,-0.964259259,0.110925926,-0.357777778,17.39314815,-0.046851852,0.2058734,0.004591661,5.830092037
13.96,-0.690925926,0.468888889,P,38,12,0,-0.554259259,0.710925926,-5.217777778,1.313148148,-0.026851852,0.2005493,-0.000732439,-4.840407963
14.19,-0.780925926,0.698888889,P,38,13,0,-0.474259259,0.700925926,4.352222222,-3.686851852,-0.036851852,0.1982663,-0.003015439,-1.258917963
14.25,-0.550925926,0.758888889,P,38,14,0,-0.454259259,0.750925926,-9.377777778,13.41314815,-0.036851852,0.1970935,-0.004188239,-0.486867963
13.98,-0.480925926,0.488888889,P,38,15,0,-0.444259259,0.810925926,25.66222222,13.88314815,-0.026851852,0.1967928,-0.004488939,1.587842037
14.33,-0.420925926,0.838888889,P,38,16,0,-0.224259259,0.840925926,9.672222222,23.09314815,-0.026851852,0.1971781,-0.004103639,4.650652037
13.38,-0.400925926,-0.111111111,P,38,18,0,0.005740741,1.230925926,-4.257777778,19.78314815,-0.016851852,0.1992286,-0.002053139,-11.21609796
13,-0.160925926,-0.491111111,P,38,21,0,0.245740741,1.870925926,60.12222222,9.063148148,0.013148148,0.2032729,0.001991161,6.443832037
12.99,0.199074074,-0.501111111,P,38,29,0,0.595740741,1.420925926,0.332222222,-0.736851852,0.003148148,0.2035577,0.002275961,-2.990037963
12.65,0.299074074,-0.841111111,P,38,30,0,0.595740741,1.320925926,22.67222222,-3.546851852,0.023148148,0.2024772,0.001195461,2.636592037
12.57,0.309074074,-0.921111111,P,38,32,0,0.455740741,0.830925926,18.45222222,-11.98685185,0.013148148,0.2017468,0.000465061,11.28899204
12.72,0.319074074,-0.771111111,P,38,33,0,0.515740741,0.780925926,-8.127777778,14.36314815,0.013148148,0.2016587,0.000376961,-4.821357963
12.63,0.459074074,-0.861111111,P,38,34,0,0.595740741,0.580925926,0.342222222,5.293148148,0.003148148,0.2013367,5.50E-05,7.671982037
13.11,0.539074074,-0.381111111,P,38,35,0,0.435740741,0.140925926,1.262222222,-5.466851852,0.003148148,0.2008097,-0.000472039,5.082082037
14.56,-0.440925926,1.068888889,P,38,36,0,0.575740741,1.350925926,5.542222222,-4.766851852,0.013148148,0.1996176,-0.001664139,-18.94341796
14.96,-0.510925926,1.468888889,P,38,37,0,0.505740741,1.290925926,-0.707777778,-18.01685185,0.003148148,0.1989275,-0.002354239,-11.52347796
13.84,-0.340925926,0.348888889,P,38,38,0,0.375740741,0.900925926,36.43222222,5.193148148,0.013148148,0.1983166,-0.002965139,-8.214347963
13.79,-0.210925926,0.298888889,P,38,39,0,0.355740741,0.640925926,-18.24777778,-4.586851852,0.003148148,0.1979113,-0.003370439,-1.804367963
14.18,-0.230925926,0.688888889,P,38,41,0,0.435740741,0.300925926,7.352222222,7.743148148,0.013148148,0.1986378,-0.002643939,3.476812037
14.07,-0.130925926,0.578888889,P,38,42,0,0.355740741,0.240925926,-18.17777778,-9.046851852,0.013148148,0.1995763,-0.001705439,-11.06128796
12.83,0.099074074,-0.661111111,P,38,45,0,0.235740741,0.270925926,-23.51777778,3.873148148,0.033148148,0.2028494,0.001567661,4.000962037
13.15,0.309074074,-0.341111111,P,38,52,0,0.415740741,-0.329074074,-3.957777778,0.813148148,0.013148148,0.2015594,0.000277661,-3.143517963
13.01,0.399074074,-0.481111111,P,38,53,0,0.355740741,-0.339074074,-18.32777778,-7.776851852,0.023148148,0.2003938,-0.000887939,0.269692037
13.81,0.369074074,0.318888889,P,38,54,0,0.225740741,-0.229074074,16.04222222,-4.736851852,0.013148148,0.1995799,-0.001701839,-0.540687963
13.24,0.449074074,-0.251111111,P,38,55,0,0.205740741,-0.539074074,1.292222222,2.913148148,0.013148148,0.1991807,-0.002101039,-4.259597963
13.36,0.259074074,-0.131111111,P,38,56,0,0.175740741,-0.659074074,-10.35777778,-1.306851852,0.013148148,0.1992498,-0.002031939,-3.497217963
13.05,0.589074074,-0.441111111,P,38,57,0,0.185740741,-0.599074074,-19.56777778,51.00314815,0.013148148,0.1991497,-0.002132039,8.395642037
